"Date Printed: Tuesday, August 20, 2024 8:01:25 AM",,,,,,,,,,,,,,,
"Title: ""Estimated HIV incidence | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Palau | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories""""",,,,,,,,,,,,,,,
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,,,,,,,,
   Estimates with an RSE>50% are statistically unreliable and reported as data not available.,,,,,,,,,,,,,,,
   * Estimates with an RSE of 30%–50% should be used with caution because they meet a lower standard of reliability.,,,,,,,,,,,,,,,
   The 'Sex' column is used for either sex assigned at birth or gender identity.,,,,,,,,,,,,,,,
   NA - Not applicable.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Cases LCI,Cases UCI,RSE,Rate per 100000,Rate LCI,Rate UCI,Population
Estimated HIV incidence,2020 (COVID-19 Pandemic),New York,36,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,900","1,400","2,300",13.4,10.8,8,13.7,"17,125,834"
Estimated HIV incidence,2020 (COVID-19 Pandemic),New Mexico,35,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,140,20,260,42.1*,8,1.4,14.6,"1,785,218"
Estimated HIV incidence,2020 (COVID-19 Pandemic),New Jersey,34,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,900,480,"1,300",23.6,11.5,6.2,16.8,"7,845,731"
Estimated HIV incidence,2020 (COVID-19 Pandemic),New Hampshire,33,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,203,041"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,600,330,860,22.4,22.7,12.7,32.7,"2,623,493"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,618,083"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"922,918"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,440,260,630,21.1,8.6,5,12.1,"5,180,187"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,480,260,700,23.7,19.3,10.3,28.3,"2,473,559"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,240,90,400,32.7*,5.1,1.8,8.4,"4,777,621"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Michigan,26,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,600,360,840,20.3,7,4.2,9.8,"8,559,939"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Massachusetts,25,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,400,220,590,23,6.7,3.7,9.7,"6,037,319"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Maryland,24,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,660,390,930,20.9,12.7,7.5,18,"5,201,435"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Maine,23,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,189,488"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Louisiana,22,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,850,530,"1,200",19.3,21.9,13.6,30.3,"3,874,531"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Kentucky,21,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,380,150,610,30.8*,10,4,16.1,"3,789,835"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Kansas,20,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,180,40,310,40.0*,7.2,1.6,12.8,"2,439,808"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Iowa,19,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,120,10,230,47.1*,4.5,0.3,8.7,"2,672,142"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Indiana,18,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,630,370,900,21.5,11.2,6.4,15.9,"5,672,828"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,100",730,"1,500",18.1,10.5,6.7,14.2,"10,802,512"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,532,409"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,225,447"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Georgia,13,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,200","1,500","2,800",15.2,24,16.8,31.1,"8,968,608"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"3,700","2,900","4,400",10.2,19.8,15.8,23.7,"18,597,735"
Estimated HIV incidence,2020 (COVID-19 Pandemic),District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,20,280,45.4*,25.5,2.8,48.3,"572,277"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,120,0,230,49.8*,13.9,0.3,27.4,"845,720"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,200,50,350,38.0*,6.4,1.6,11.2,"3,087,448"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,380,170,580,27.5,7.7,3.5,11.8,"4,909,086"
Estimated HIV incidence,2020 (COVID-19 Pandemic),California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,400","3,700","5,100",8,13.3,11.2,15.4,"33,263,664"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,290,120,470,30.8*,11.5,4.6,18.5,"2,521,297"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,780,340,"1,200",28.8,12.8,5.6,20,"6,059,507"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"602,378"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,590,340,840,21.6,13.9,8,19.8,"4,244,209"
Estimated HIV incidence,2021,Palau,70,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2021,U.S. Virgin Islands,78,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2021,Puerto Rico,72,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,290,80,490,35.9*,9.9,2.9,16.9,"2,907,211"
Estimated HIV incidence,2021,Northern Mariana Islands,69,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2021,Guam,66,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2021,American Samoa,60,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2021,Wyoming,56,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"488,150"
Estimated HIV incidence,2021,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,240,40,430,41.4*,4.8,0.9,8.7,"5,004,865"
Estimated HIV incidence,2021,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,537,991"
Estimated HIV incidence,2021,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,480,190,780,31.3*,7.4,2.8,11.9,"6,558,285"
Estimated HIV incidence,2021,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,660,360,960,23,9,5,13.1,"7,335,813"
Estimated HIV incidence,2021,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"567,272"
Estimated HIV incidence,2021,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,0,300,49.4*,5.7,0.2,11.2,"2,683,172"
Estimated HIV incidence,2021,Texas,48,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,200","3,400","5,000",10,17.3,13.9,20.7,"24,335,720"
Estimated HIV incidence,2021,Tennessee,47,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,750,470,"1,000",19.4,12.8,7.9,17.6,"5,892,253"
Estimated HIV incidence,2021,South Dakota,46,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"740,512"
Estimated HIV incidence,2021,South Carolina,45,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,650,300,990,27.1,14.6,6.8,22.5,"4,419,616"
Estimated HIV incidence,2021,Rhode Island,44,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"953,054"
Estimated HIV incidence,2021,Pennsylvania,42,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,680,380,990,22.8,6.1,3.4,8.9,"11,155,652"
Estimated HIV incidence,2021,Oregon,41,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"3,661,201"
Estimated HIV incidence,2021,Oklahoma,40,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,400,180,620,27.6,12.1,5.6,18.7,"3,318,382"
Estimated HIV incidence,2021,Ohio,39,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,900,500,"1,300",22.7,9,5,13,"9,950,722"
Estimated HIV incidence,2021,North Dakota,38,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"644,260"
Estimated HIV incidence,2021,North Carolina,37,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,100",760,"1,500",16.2,12.4,8.5,16.4,"8,969,540"
Estimated HIV incidence,2021,New York,36,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,600","1,100","2,100",15.6,9.4,6.5,12.3,"16,960,220"
Estimated HIV incidence,2021,New Mexico,35,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,792,854"
Estimated HIV incidence,2021,New Jersey,34,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,880,480,"1,300",23.3,11.2,6.1,16.3,"7,861,010"
Estimated HIV incidence,2021,New Hampshire,33,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,212,948"
Estimated HIV incidence,2021,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,510,230,790,27.9,19.3,8.7,29.9,"2,660,322"
Estimated HIV incidence,2021,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,623,452"
Estimated HIV incidence,2021,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"942,781"
Estimated HIV incidence,2021,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,490,290,690,20.6,9.4,5.6,13.2,"5,205,779"
Estimated HIV incidence,2021,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,470,220,730,27,19.2,9,29.3,"2,474,235"
Estimated HIV incidence,2021,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,210,50,370,38.9*,4.4,1,7.7,"4,793,227"
Estimated HIV incidence,2021,Michigan,26,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,600,340,860,22.3,7,3.9,10.1,"8,549,766"
Estimated HIV incidence,2021,Massachusetts,25,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,400,200,610,25.9,6.6,3.3,10,"6,049,135"
Estimated HIV incidence,2021,Maryland,24,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,630,340,920,23.6,12,6.4,17.5,"5,217,545"
Estimated HIV incidence,2021,Maine,23,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,205,078"
Estimated HIV incidence,2021,Louisiana,22,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,800,470,"1,100",21.2,20.7,12.1,29.4,"3,863,795"
Estimated HIV incidence,2021,Kentucky,21,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,420,150,690,33.0*,11,3.9,18.1,"3,795,561"
Estimated HIV incidence,2021,Kansas,20,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,160,10,310,47.9*,6.5,0.4,12.6,"2,447,964"
Estimated HIV incidence,2021,Iowa,19,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,140,10,270,46.1*,5.4,0.5,10.2,"2,686,295"
Estimated HIV incidence,2021,Indiana,18,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,560,290,820,24.4,9.7,5.1,14.4,"5,707,904"
Estimated HIV incidence,2021,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,100",630,"1,500",20.7,9.9,5.9,13.9,"10,754,039"
Estimated HIV incidence,2021,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,584,207"
Estimated HIV incidence,2021,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,226,562"
Estimated HIV incidence,2021,Georgia,13,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,000","1,300","2,700",17.8,22.4,14.6,30.3,"9,046,025"
Estimated HIV incidence,2021,Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"3,600","2,800","4,400",11.1,19,14.9,23.1,"18,853,794"
Estimated HIV incidence,2021,District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,140,20,270,45.6*,25.3,2.7,48,"572,260"
Estimated HIV incidence,2021,Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"859,356"
Estimated HIV incidence,2021,Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,10,290,47.3*,4.8,0.3,9.2,"3,119,690"
Estimated HIV incidence,2021,Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,460,210,700,26.9,9.2,4.3,14.1,"4,950,741"
Estimated HIV incidence,2021,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,100","3,300","4,800",9.5,12.3,10.1,14.6,"33,074,566"
Estimated HIV incidence,2021,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,330,140,530,29.9,13.2,5.4,20.9,"2,538,870"
Estimated HIV incidence,2021,Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,800,310,"1,300",30.9*,13,5.1,20.9,"6,156,152"
Estimated HIV incidence,2021,Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"605,205"
Estimated HIV incidence,2021,Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,760,460,"1,100",20.3,17.7,10.7,24.8,"4,267,968"
Estimated HIV incidence,2022,Palau,70,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2022,U.S. Virgin Islands,78,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2022,Puerto Rico,72,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,230,0,450,50,7.8,0.1,15.5,"2,887,417"
Estimated HIV incidence,2022,Northern Mariana Islands,69,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2022,Guam,66,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2022,American Samoa,60,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2022,Wyoming,56,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"491,740"
Estimated HIV incidence,2022,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,230,20,440,46.0*,4.6,0.5,8.8,"5,028,574"
Estimated HIV incidence,2022,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,530,380"
Estimated HIV incidence,2022,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,440,70,810,42.8*,6.7,1.1,12.3,"6,618,424"
Estimated HIV incidence,2022,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,620,300,940,26.3,8.4,4.1,12.7,"7,366,881"
Estimated HIV incidence,2022,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"568,115"
Estimated HIV incidence,2022,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"2,732,333"
Estimated HIV incidence,2022,Texas,48,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,200","3,300","5,200",11.4,17.1,13.3,20.9,"24,778,594"
Estimated HIV incidence,2022,Tennessee,47,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,650,340,970,24.4,11,5.7,16.2,"5,969,333"
Estimated HIV incidence,2022,South Dakota,46,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"753,572"
Estimated HIV incidence,2022,South Carolina,45,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,690,280,"1,100",30.6*,15.4,6.1,24.6,"4,502,738"
Estimated HIV incidence,2022,Rhode Island,44,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"951,287"
Estimated HIV incidence,2022,Pennsylvania,42,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,740,390,"1,100",23.8,6.6,3.5,9.7,"11,134,682"
Estimated HIV incidence,2022,Oregon,41,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"3,657,775"
Estimated HIV incidence,2022,Oklahoma,40,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,380,130,630,34.0*,11.4,3.8,19,"3,347,110"
Estimated HIV incidence,2022,Ohio,39,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,880,350,"1,400",30.4*,8.8,3.6,14.1,"9,956,830"
Estimated HIV incidence,2022,North Dakota,38,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"646,540"
Estimated HIV incidence,2022,North Carolina,37,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,000",640,"1,400",19.6,11.4,7,15.8,"9,094,395"
Estimated HIV incidence,2022,New York,36,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,700","1,100","2,200",17.1,9.8,6.5,13.1,"16,841,398"
Estimated HIV incidence,2022,New Mexico,35,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,797,384"
Estimated HIV incidence,2022,New Jersey,34,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,790,390,"1,200",25.8,10.1,5,15.2,"7,862,696"
Estimated HIV incidence,2022,New Hampshire,33,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,221,218"
Estimated HIV incidence,2022,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,480,150,800,34.6*,17.7,5.7,29.7,"2,694,688"
Estimated HIV incidence,2022,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,630,790"
Estimated HIV incidence,2022,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"959,410"
Estimated HIV incidence,2022,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,480,250,700,24.5,9.1,4.7,13.5,"5,219,542"
Estimated HIV incidence,2022,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,110,740,37.4*,17.3,4.6,30,"2,471,198"
Estimated HIV incidence,2022,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,220,10,420,47.6*,4.5,0.3,8.7,"4,807,508"
Estimated HIV incidence,2022,Michigan,26,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,600,280,920,27.1,7,3.3,10.8,"8,560,454"
Estimated HIV incidence,2022,Massachusetts,25,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,400,170,630,29.7,6.6,2.7,10.4,"6,049,906"
Estimated HIV incidence,2022,Maryland,24,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,550,230,880,30.1*,10.6,4.3,16.8,"5,215,645"
Estimated HIV incidence,2022,Maine,23,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,214,298"
Estimated HIV incidence,2022,Louisiana,22,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,700,330,"1,100",26.8,18.2,8.6,27.7,"3,839,116"
Estimated HIV incidence,2022,Kentucky,21,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,360,40,690,45.5*,9.6,1,18.1,"3,804,494"
Estimated HIV incidence,2022,Kansas,20,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"2,452,492"
Estimated HIV incidence,2022,Iowa,19,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"2,693,333"
Estimated HIV incidence,2022,Indiana,18,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,510,220,800,28.8,8.9,3.9,13.9,"5,730,816"
Estimated HIV incidence,2022,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,000",550,"1,500",23.6,9.6,5.2,14.1,"10,692,825"
Estimated HIV incidence,2022,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,618,149"
Estimated HIV incidence,2022,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,223,022"
Estimated HIV incidence,2022,Georgia,13,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,100","1,300","2,900",18.8,23.1,14.6,31.6,"9,170,559"
Estimated HIV incidence,2022,Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"3,200","2,400","4,000",13.1,16.7,12.4,21,"19,229,540"
Estimated HIV incidence,2022,District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,140,10,270,47.2*,24.5,1.8,47.1,"575,717"
Estimated HIV incidence,2022,Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"872,089"
Estimated HIV incidence,2022,Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,210,40,380,41.5*,6.7,1.2,12.1,"3,124,392"
Estimated HIV incidence,2022,Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,470,190,760,30.9*,9.4,3.7,15.1,"4,992,201"
Estimated HIV incidence,2022,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,100","3,300","5,000",10.5,12.5,9.9,15.1,"33,088,161"
Estimated HIV incidence,2022,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,400,130,670,34.7*,15.5,5,26.1,"2,556,447"
Estimated HIV incidence,2022,Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,710,180,"1,200",38.1*,11.3,2.8,19.7,"6,256,183"
Estimated HIV incidence,2022,Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"606,053"
Estimated HIV incidence,2022,Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,690,340,"1,000",25.5,16,8,24,"4,293,066"
